gene_id	length	effective_length
Mca16654	423	423
Mca16655	1212	1212
Mca16656	768	768
Mca16657	420	420
Mca16658	300	300
Mca16659	465	465
Mca16660	1455	1455
Mca16661	690	690
Mca16662	894	894
Mca16663	420	420
Mca03158	486	486
Mca03159	576	576
Mca03160	444	444
Mca03161	3147	3147
Mca03162	312	312
Mca03163	297	297
Mca03164	429	429
Mca03165	246	246
Mca16664	1722	1722
Mca16665	390	390
Mca16666	402	402
Mca16667	597	597
Mca16668	2118	2118
Mca16669	738	738
Mca16670	294	294
Mca16671	285	285
Mca16672	294	294
Mca16673	2130	2130
Mca16674	531	531
Mca16675	660	660
Mca16676	540	540
Mca16677	1164	1164
Mca16678	771	771
Mca16679	1629	1629
Mca16680	315	315
Mca16681	1116	1116
Mca16682	561	561
Mca16683	873	873
Mca16684	1866	1866
Mca16685	852	852
Mca16686	3393	3393
Mca16687	717	717
Mca16688	1446	1446
Mca16689	591	591
Mca16690	225	225
Mca16691	480	480
Mca16692	321	321
Mca16693	354	354
Mca16694	447	447
Mca16695	1026	1026
Mca16696	1989	1989
Mca16697	2679	2679
Mca16698	993	993
Mca16699	441	441
Mca16700	2421	2421
Mca16701	315	315
Mca16702	624	624
Mca16703	876	876
Mca16704	375	375
Mca16705	786	786
Mca16706	324	324
Mca16707	333	333
Mca16708	1134	1134
Mca16709	1788	1788
Mca16710	513	513
Mca16711	2145	2145
Mca16712	1131	1131
Mca16713	264	264
Mca16714	1227	1227
Mca16715	3552	3552
Mca16716	552	552
Mca16717	2868	2868
Mca16718	8601	8601
Mca03166	2589	2589
Mca03167	366	366
Mca03168	936	936
Mca03169	429	429
Mca03170	237	237
Mca03171	396	396
Mca03172	717	717
Mca03173	483	483
Mca16719	2757	2757
Mca16720	849	849
Mca16721	5346	5346
Mca16722	318	318
Mca16723	1479	1479
Mca16724	861	861
Mca16725	279	279
Mca16726	1434	1434
Mca16727	2187	2187
Mca16728	354	354
Mca16729	726	726
Mca16730	327	327
Mca16731	273	273
Mca16732	489	489
Mca16733	348	348
Mca16734	750	750
Mca16735	711	711
Mca16736	1845	1845
Mca16737	486	486
Mca16738	261	261
Mca16739	285	285
Mca16740	891	891
Mca16741	498	498
Mca16742	1080	1080
Mca16743	750	750
Mca16744	408	408
Mca16745	510	510
Mca16746	510	510
Mca16747	1362	1362
Mca16748	792	792
Mca16749	708	708
Mca16750	1344	1344
Mca16751	1548	1548
Mca03174	312	312
Mca16752	423	423
Mca16753	2124	2124
Mca16754	765	765
Mca16755	2169	2169
Mca16756	519	519
Mca16757	591	591
Mca16758	432	432
Mca16759	291	291
Mca16760	507	507
Mca16761	5997	5997
Mca16762	1179	1179
Mca16763	300	300
Mca16764	432	432
Mca16765	390	390
Mca16766	312	312
Mca16767	4002	4002
Mca03175	417	417
Mca16768	1086	1086
Mca16769	369	369
Mca16770	474	474
Mca16771	258	258
Mca16772	723	723
Mca16773	669	669
Mca16774	360	360
Mca16775	1614	1614
Mca16776	774	774
Mca16777	687	687
Mca16778	1242	1242
Mca16779	678	678
Mca16780	792	792
Mca16781	540	540
Mca16782	399	399
Mca16783	2601	2601
Mca16784	2016	2016
Mca16785	441	441
Mca16786	3336	3336
Mca16787	1359	1359
Mca16788	516	516
Mca16789	300	300
Mca16790	423	423
Mca16791	564	564
Mca16792	483	483
Mca16793	594	594
Mca16794	777	777
Mca16795	1878	1878
Mca16796	480	480
Mca03176	504	504
Mca03177	300	300
Mca03178	1092	1092
Mca03179	921	921
Mca03180	288	288
Mca00487	1428	1428
Mca00488	1605	1605
Mca00489	1638	1638
Mca00490	1731	1731
Mca00491	480	480
Mca00492	252	252
Mca00493	231	231
Mca00494	1104	1104
Mca00495	558	558
Mca00496	654	654
Mca16797	3621	3621
Mca16798	552	552
Mca16799	315	315
Mca16800	507	507
Mca16801	1566	1566
Mca16802	336	336
Mca16803	372	372
Mca16804	303	303
Mca16805	3990	3990
Mca16806	1965	1965
Mca16807	1827	1827
Mca16808	291	291
Mca03181	3882	3882
Mca03182	525	525
Mca03183	1677	1677
Mca16809	1539	1539
Mca16810	1119	1119
Mca16811	513	513
Mca16812	270	270
Mca16813	357	357
Mca16814	3747	3747
Mca16815	468	468
Mca16816	456	456
Mca16817	3459	3459
Mca16818	1002	1002
Mca16819	303	303
Mca16820	870	870
Mca16821	318	318
Mca16822	732	732
Mca16823	879	879
Mca16824	750	750
Mca16825	393	393
Mca03184	1362	1362
Mca03185	258	258
Mca16826	909	909
Mca16827	510	510
Mca16828	2520	2520
Mca16829	873	873
Mca16830	567	567
Mca16831	240	240
Mca16832	396	396
Mca16833	282	282
Mca16834	276	276
Mca16835	849	849
Mca16836	342	342
Mca16837	1926	1926
Mca16838	330	330
Mca16839	1452	1452
Mca16840	2154	2154
Mca16841	396	396
Mca16842	1215	1215
Mca16843	480	480
Mca03186	1020	1020
Mca03187	2529	2529
Mca16844	1203	1203
Mca16845	252	252
Mca16846	1335	1335
Mca16847	390	390
Mca16848	1059	1059
Mca16849	744	744
Mca16850	930	930
Mca16851	1446	1446
Mca16852	324	324
Mca16853	768	768
Mca16854	1071	1071
Mca16855	1029	1029
Mca16856	279	279
Mca16857	597	597
Mca16858	1053	1053
Mca16859	270	270
Mca03188	384	384
Mca03189	1119	1119
Mca03190	882	882
Mca03191	1206	1206
Mca03192	648	648
Mca03193	2400	2400
Mca03194	990	990
Mca03195	756	756
Mca16860	6705	6705
Mca16861	906	906
Mca16862	315	315
Mca16863	1068	1068
Mca16864	597	597
Mca16865	1722	1722
Mca16866	1146	1146
Mca16867	1185	1185
Mca16868	1092	1092
Mca16869	240	240
Mca16870	357	357
Mca16871	606	606
Mca16872	417	417
Mca16873	888	888
Mca16874	555	555
Mca16875	960	960
Mca16876	753	753
Mca16877	1380	1380
Mca16878	1743	1743
Mca16879	249	249
Mca16880	732	732
Mca03196	393	393
Mca03197	258	258
Mca03198	2097	2097
Mca03199	351	351
Mca03200	3786	3786
Mca16881	294	294
Mca16882	465	465
Mca16883	297	297
Mca16884	315	315
Mca16885	867	867
Mca16886	759	759
Mca16887	657	657
Mca16888	1848	1848
Mca16889	840	840
Mca16890	297	297
Mca16891	981	981
Mca16892	486	486
Mca16893	738	738
Mca16894	516	516
Mca16895	1596	1596
Mca16896	240	240
Mca16897	375	375
Mca16898	630	630
Mca16899	456	456
Mca16900	360	360
Mca16901	525	525
Mca16902	615	615
Mca16903	603	603
Mca16904	1899	1899
Mca16905	576	576
Mca16906	2076	2076
Mca03201	726	726
Mca03202	288	288
Mca03203	1572	1572
Mca03204	399	399
Mca16907	603	603
Mca16908	1146	1146
Mca16909	1152	1152
Mca16910	441	441
Mca16911	276	276
Mca16912	621	621
Mca16913	1872	1872
Mca16914	2442	2442
Mca16915	1326	1326
Mca16916	1374	1374
Mca16917	453	453
Mca16918	447	447
Mca16919	216	216
Mca16920	345	345
Mca16921	318	318
Mca16922	687	687
Mca16923	1239	1239
Mca03205	318	318
Mca03206	411	411
Mca03207	873	873
Mca03208	318	318
Mca03209	465	465
Mca03210	468	468
Mca03211	1944	1944
Mca16924	6153	6153
Mca16925	261	261
Mca16926	405	405
Mca16927	435	435
Mca16928	348	348
Mca16929	1779	1779
Mca16930	759	759
Mca16931	990	990
Mca16932	2475	2475
Mca16933	546	546
Mca16934	225	225
Mca16935	4356	4356
Mca16936	423	423
Mca16937	450	450
Mca16938	735	735
Mca16939	456	456
Mca16940	465	465
Mca16941	834	834
Mca03212	354	354
Mca03213	801	801
Mca03214	2007	2007
Mca03215	414	414
Mca16942	312	312
Mca16943	858	858
Mca16944	405	405
Mca16945	915	915
Mca16946	2502	2502
Mca16947	1377	1377
Mca16948	1230	1230
Mca16949	504	504
Mca16950	570	570
Mca16951	3843	3843
Mca16952	270	270
Mca16953	477	477
Mca16954	795	795
Mca16955	771	771
Mca16956	684	684
Mca16957	774	774
Mca16958	699	699
Mca16959	1248	1248
Mca16960	330	330
Mca16961	2037	2037
Mca16962	1218	1218
Mca16963	1752	1752
Mca16964	1176	1176
Mca16965	753	753
Mca16966	1383	1383
Mca16967	1296	1296
Mca03216	321	321
Mca03217	345	345
Mca03218	351	351
Mca16968	1089	1089
Mca16969	477	477
Mca16970	1140	1140
Mca16971	660	660
Mca16972	525	525
Mca16973	915	915
Mca16974	2961	2961
Mca16975	462	462
Mca16976	321	321
Mca16977	330	330
Mca16978	363	363
Mca16979	771	771
Mca16980	417	417
Mca16981	2391	2391
Mca16982	321	321
Mca16983	1641	1641
Mca16984	1167	1167
Mca16985	1068	1068
Mca16986	1176	1176
Mca03219	324	324
Mca03220	450	450
Mca03221	414	414
Mca00497	249	249
Mca00498	381	381
Mca00499	381	381
Mca00500	330	330
Mca00501	288	288
Mca00502	510	510
Mca00503	270	270
Mca00504	717	717
Mca00505	342	342
Mca00506	6339	6339
Mca16987	4035	4035
Mca16988	273	273
Mca16989	396	396
Mca16990	300	300
Mca16991	1707	1707
Mca16992	282	282
Mca16993	474	474
Mca16994	3270	3270
Mca16995	1410	1410
Mca16996	327	327
Mca16997	339	339
Mca16998	492	492
Mca16999	1515	1515
Mca17000	633	633
Mca17001	696	696
Mca17002	3708	3708
Mca03222	297	297
Mca03223	336	336
Mca03224	372	372
Mca03225	318	318
Mca03226	240	240
Mca03227	414	414
Mca03228	666	666
Mca03229	516	516
Mca03230	246	246
Mca03231	387	387
Mca03232	321	321
Mca03233	342	342
Mca17003	324	324
Mca17004	723	723
Mca17005	939	939
Mca17006	858	858
Mca17007	303	303
Mca17008	732	732
Mca17009	246	246
Mca17010	1059	1059
Mca17011	300	300
Mca17012	1062	1062
Mca17013	2763	2763
Mca17014	207	207
Mca17015	207	207
Mca17016	1590	1590
Mca17017	744	744
Mca17018	378	378
Mca17019	714	714
Mca17020	1938	1938
Mca17021	1293	1293
Mca17022	384	384
Mca17023	426	426
Mca17024	330	330
Mca17025	1572	1572
Mca17026	936	936
Mca17027	1998	1998
Mca17028	951	951
Mca17029	1413	1413
Mca17030	510	510
Mca17031	537	537
Mca17032	387	387
Mca17033	738	738
Mca17034	393	393
Mca17035	411	411
Mca17036	549	549
Mca17037	288	288
Mca17038	837	837
Mca03234	351	351
Mca03235	1980	1980
Mca03236	267	267
Mca03237	2514	2514
Mca17039	723	723
Mca17040	360	360
Mca17041	1686	1686
Mca17042	1263	1263
Mca17043	615	615
Mca17044	525	525
Mca17045	699	699
Mca17046	822	822
Mca17047	870	870
Mca17048	249	249
Mca17049	2796	2796
Mca17050	330	330
Mca17051	1257	1257
Mca17052	561	561
Mca17053	2202	2202
Mca17054	1380	1380
Mca17055	441	441
Mca17056	318	318
Mca17057	1617	1617
Mca17058	945	945
Mca17059	495	495
Mca17060	648	648
Mca17061	744	744
Mca17062	1272	1272
Mca03238	5088	5088
Mca03239	552	552
Mca03240	3288	3288
Mca03241	282	282
Mca17063	654	654
Mca17064	333	333
Mca17065	288	288
Mca17066	1263	1263
Mca17067	567	567
Mca17068	393	393
Mca17069	537	537
Mca17070	375	375
Mca17071	2337	2337
Mca17072	1155	1155
Mca17073	1389	1389
Mca17074	720	720
Mca17075	315	315
Mca03242	621	621
Mca03243	1431	1431
Mca17076	2781	2781
Mca17077	321	321
Mca17078	3045	3045
Mca17079	342	342
Mca17080	1452	1452
Mca17081	381	381
Mca17082	765	765
Mca17083	951	951
Mca17084	501	501
Mca17085	594	594
Mca17086	498	498
Mca17087	798	798
Mca17088	480	480
Mca17089	765	765
Mca03244	1524	1524
Mca03245	948	948
Mca03246	720	720
Mca03247	384	384
Mca17090	804	804
Mca17091	5346	5346
Mca17092	345	345
Mca17093	681	681
Mca17094	834	834
Mca17095	747	747
Mca17096	585	585
Mca17097	588	588
Mca17098	375	375
Mca17099	291	291
Mca17100	1449	1449
Mca17101	1353	1353
Mca17102	666	666
Mca17103	546	546
Mca17104	702	702
Mca17105	372	372
Mca17106	1827	1827
Mca17107	270	270
Mca17108	333	333
Mca17109	459	459
Mca17110	282	282
Mca17111	372	372
Mca17112	471	471
Mca17113	1557	1557
Mca17114	1008	1008
Mca17115	309	309
Mca17116	399	399
Mca17117	807	807
Mca17118	1359	1359
Mca17119	573	573
Mca17120	330	330
Mca17121	519	519
Mca17122	207	207
Mca03248	489	489
Mca03249	1185	1185
Mca03250	354	354
Mca03251	360	360
Mca17123	753	753
Mca17124	486	486
Mca17125	204	204
Mca17126	939	939
Mca17127	204	204
Mca17128	477	477
Mca17129	351	351
Mca17130	342	342
Mca17131	474	474
Mca17132	282	282
Mca17133	576	576
Mca17134	522	522
Mca17135	2076	2076
Mca17136	1149	1149
Mca17137	345	345
Mca17138	537	537
Mca03252	558	558
Mca03253	447	447
Mca03254	549	549
Mca03255	1998	1998
Mca17139	312	312
Mca17140	303	303
Mca17141	1950	1950
Mca17142	480	480
Mca17143	1422	1422
Mca17144	1497	1497
Mca17145	1596	1596
Mca17146	300	300
Mca17147	2205	2205
Mca17148	405	405
Mca17149	447	447
Mca17150	1668	1668
Mca17151	780	780
Mca17152	330	330
Mca17153	1311	1311
Mca17154	357	357
Mca17155	579	579
Mca17156	219	219
Mca17157	1977	1977
Mca17158	3294	3294
Mca17159	678	678
Mca17160	267	267
Mca17161	810	810
Mca03256	429	429
Mca03257	531	531
Mca03258	336	336
Mca03259	486	486
Mca03260	285	285
Mca03261	792	792
Mca17162	504	504
Mca17163	1311	1311
Mca17164	375	375
Mca17165	927	927
Mca17166	1548	1548
Mca17167	408	408
Mca17168	480	480
Mca17169	255	255
Mca17170	450	450
Mca17171	435	435
Mca17172	777	777
Mca17173	432	432
Mca17174	504	504
Mca17175	510	510
Mca03262	624	624
Mca00507	270	270
Mca00508	333	333
Mca00509	321	321
Mca00510	1455	1455
Mca17176	942	942
Mca17177	1569	1569
Mca17178	540	540
Mca17179	510	510
Mca17180	273	273
Mca17181	933	933
Mca17182	864	864
Mca17183	546	546
Mca17184	441	441
Mca17185	2229	2229
Mca17186	1542	1542
Mca17187	234	234
Mca17188	264	264
Mca17189	360	360
Mca17190	756	756
Mca03263	468	468
Mca03264	348	348
Mca03265	729	729
Mca17191	1179	1179
Mca17192	876	876
Mca17193	696	696
Mca17194	255	255
Mca17195	1083	1083
Mca17196	921	921
Mca17197	381	381
Mca17198	1503	1503
Mca17199	399	399
Mca17200	375	375
Mca17201	2649	2649
Mca17202	675	675
Mca17203	1077	1077
Mca17204	300	300
Mca17205	366	366
Mca17206	579	579
Mca17207	435	435
Mca17208	453	453
Mca17209	906	906
Mca17210	588	588
Mca17211	921	921
Mca17212	345	345
Mca17213	1104	1104
Mca17214	1617	1617
Mca17215	933	933
Mca17216	5178	5178
Mca17217	426	426
Mca17218	1923	1923
Mca17219	222	222
Mca17220	819	819
Mca17221	972	972
Mca17222	264	264
Mca17223	423	423
Mca03266	1092	1092
Mca03267	1611	1611
Mca03268	489	489
Mca03269	468	468
Mca17224	339	339
Mca17225	864	864
Mca17226	1296	1296
Mca17227	525	525
Mca17228	393	393
Mca17229	438	438
Mca17230	834	834
Mca17231	1941	1941
Mca17232	336	336
Mca17233	1167	1167
Mca17234	324	324
Mca17235	1410	1410
Mca17236	249	249
Mca03270	360	360
Mca03271	249	249
Mca03272	303	303
Mca03273	333	333
Mca17237	1491	1491
Mca17238	1506	1506
Mca17239	1233	1233
Mca17240	1233	1233
Mca17241	1236	1236
Mca17242	249	249
Mca17243	933	933
Mca17244	771	771
Mca17245	360	360
Mca17246	465	465
Mca17247	609	609
Mca17248	1254	1254
Mca17249	378	378
Mca17250	1614	1614
Mca17251	585	585
Mca17252	1620	1620
Mca17253	501	501
Mca17254	489	489
Mca17255	285	285
Mca17256	339	339
Mca17257	378	378
Mca17258	279	279
Mca03274	1077	1077
Mca03275	273	273
Mca03276	3135	3135
Mca03277	4839	4839
Mca03278	2880	2880
Mca17259	1092	1092
Mca17260	1203	1203
Mca17261	309	309
Mca17262	642	642
Mca17263	681	681
Mca17264	2403	2403
Mca17265	393	393
Mca17266	1341	1341
Mca17267	372	372
Mca17268	255	255
Mca17269	255	255
Mca17270	1395	1395
Mca17271	1098	1098
Mca17272	1413	1413
Mca17273	789	789
Mca17274	372	372
Mca17275	603	603
Mca17276	306	306
Mca17277	1092	1092
Mca17278	912	912
Mca17279	384	384
Mca17280	246	246
Mca17281	1125	1125
Mca17282	258	258
Mca17283	1338	1338
Mca17284	561	561
Mca17285	582	582
Mca17286	483	483
Mca17287	462	462
Mca17288	1887	1887
Mca17289	231	231
Mca17290	825	825
Mca17291	1002	1002
Mca17292	1482	1482
Mca03279	276	276
Mca17293	6609	6609
Mca17294	375	375
Mca17295	525	525
Mca17296	1125	1125
Mca17297	393	393
Mca17298	1008	1008
Mca17299	1326	1326
Mca17300	699	699
Mca17301	627	627
Mca17302	642	642
Mca17303	252	252
Mca17304	561	561
Mca17305	2598	2598
Mca17306	651	651
Mca17307	261	261
Mca17308	387	387
Mca17309	498	498
Mca17310	1752	1752
Mca17311	1359	1359
Mca17312	1152	1152
Mca03280	1581	1581
Mca03281	342	342
Mca03282	390	390
Mca17313	318	318
Mca17314	411	411
Mca17315	471	471
Mca17316	300	300
Mca17317	2574	2574
Mca17318	270	270
Mca17319	1527	1527
Mca17320	549	549
Mca17321	315	315
Mca17322	1038	1038
Mca03283	642	642
Mca03284	273	273
Mca03285	459	459
Mca17323	741	741
Mca17324	1077	1077
Mca17325	303	303
Mca17326	810	810
Mca17327	2325	2325
Mca17328	741	741
Mca17329	798	798
Mca17330	1371	1371
Mca17331	507	507
Mca17332	1986	1986
Mca17333	831	831
Mca17334	570	570
Mca03286	336	336
Mca03287	615	615
Mca17335	630	630
Mca17336	912	912
Mca17337	252	252
Mca17338	1272	1272
Mca17339	2148	2148
Mca17340	420	420
Mca17341	1128	1128
Mca17342	396	396
Mca17343	243	243
Mca17344	381	381
Mca17345	552	552
Mca17346	1626	1626
Mca17347	303	303
Mca17348	453	453
Mca17349	1587	1587
Mca17350	624	624
Mca00511	234	234
Mca17351	414	414
Mca17352	525	525
Mca17353	1227	1227
Mca17354	780	780
Mca17355	774	774
Mca17356	921	921
Mca17357	3102	3102
Mca17358	489	489
Mca17359	1347	1347
Mca17360	738	738
Mca17361	672	672
Mca17362	270	270
Mca03288	249	249
Mca17363	327	327
Mca17364	405	405
Mca17365	2919	2919
Mca17366	1275	1275
Mca17367	999	999
Mca17368	1080	1080
Mca17369	1332	1332
Mca17370	426	426
Mca17371	279	279
Mca17372	1200	1200
Mca17373	1050	1050
Mca17374	516	516
Mca17375	1068	1068
Mca17376	1758	1758
Mca17377	966	966
Mca17378	309	309
Mca17379	2229	2229
Mca17380	330	330
Mca17381	480	480
Mca17382	972	972
Mca17383	2544	2544
Mca03289	645	645
Mca03290	3045	3045
Mca17384	1131	1131
Mca17385	486	486
Mca17386	678	678
Mca17387	270	270
Mca17388	261	261
Mca17389	870	870
Mca17390	828	828
Mca17391	261	261
Mca17392	2586	2586
Mca17393	429	429
Mca17394	1518	1518
Mca17395	681	681
Mca17396	801	801
Mca17397	813	813
Mca17398	870	870
Mca17399	300	300
Mca17400	516	516
Mca17401	783	783
Mca17402	927	927
Mca17403	2289	2289
Mca17404	1395	1395
Mca17405	2019	2019
Mca03291	405	405
Mca03292	1275	1275
Mca03293	294	294
Mca17406	258	258
Mca17407	459	459
Mca17408	2208	2208
Mca17409	798	798
Mca17410	288	288
Mca17411	699	699
Mca17412	816	816
Mca17413	2163	2163
Mca17414	330	330
Mca17415	366	366
Mca17416	1965	1965
Mca17417	1074	1074
Mca17418	543	543
Mca03294	2175	2175
Mca03295	2208	2208
Mca03296	1140	1140
Mca03297	1659	1659
Mca03298	264	264
Mca03299	1785	1785
Mca03300	759	759
Mca03301	1011	1011
Mca03302	654	654
Mca17419	396	396
Mca17420	291	291
Mca17421	246	246
Mca17422	204	204
Mca17423	738	738
Mca17424	408	408
Mca17425	651	651
Mca17426	315	315
Mca17427	1401	1401
Mca17428	696	696
Mca17429	1098	1098
Mca17430	360	360
Mca03303	381	381
Mca03304	360	360
Mca03305	402	402
Mca03306	543	543
Mca03307	414	414
Mca03308	909	909
Mca03309	723	723
Mca03310	576	576
Mca03311	603	603
Mca03312	462	462
Mca03313	1362	1362
Mca03314	699	699
Mca03315	873	873
Mca17431	8268	8268
Mca17432	516	516
Mca17433	1695	1695
Mca17434	456	456
Mca17435	1002	1002
Mca17436	477	477
Mca17437	231	231
Mca17438	2955	2955
Mca17439	1077	1077
Mca17440	327	327
Mca03316	339	339
Mca17441	816	816
Mca17442	2394	2394
Mca17443	1773	1773
Mca17444	2265	2265
Mca17445	705	705
Mca17446	540	540
Mca17447	1992	1992
Mca17448	708	708
Mca17449	996	996
Mca17450	2748	2748
Mca17451	2430	2430
Mca17452	606	606
Mca17453	1512	1512
Mca17454	417	417
Mca17455	813	813
Mca17456	408	408
Mca03317	300	300
Mca03318	576	576
Mca03319	1032	1032
Mca03320	489	489
Mca03321	210	210
Mca03322	1383	1383
Mca03323	1947	1947
Mca03324	1770	1770
Mca17457	663	663
Mca17458	312	312
Mca17459	354	354
Mca17460	3954	3954
Mca17461	705	705
Mca17462	423	423
Mca17463	1125	1125
Mca17464	396	396
Mca17465	1527	1527
Mca17466	2040	2040
Mca17467	447	447
Mca17468	1410	1410
Mca17469	549	549
Mca17470	468	468
Mca17471	285	285
Mca17472	453	453
Mca17473	1038	1038
Mca17474	384	384
Mca17475	714	714
Mca17476	867	867
Mca03325	423	423
Mca03326	10593	10593
Mca03327	879	879
Mca17477	345	345
Mca17478	600	600
Mca17479	1560	1560
Mca17480	279	279
Mca17481	690	690
Mca17482	867	867
Mca17483	270	270
Mca17484	300	300
Mca17485	2508	2508
Mca17486	2112	2112
Mca17487	339	339
Mca03328	510	510
Mca17488	1017	1017
Mca17489	2262	2262
Mca17490	2013	2013
Mca17491	561	561
Mca17492	3417	3417
Mca17493	474	474
Mca17494	3705	3705
Mca17495	2649	2649
Mca17496	924	924
Mca17497	315	315
Mca17498	546	546
Mca17499	411	411
Mca17500	648	648
Mca17501	723	723
Mca17502	639	639
Mca17503	534	534
Mca17504	630	630
Mca17505	540	540
Mca17506	432	432
Mca17507	2586	2586
Mca17508	2808	2808
Mca03329	978	978
Mca03330	654	654
Mca03331	309	309
Mca03332	4356	4356
Mca03333	327	327
Mca03334	864	864
Mca03335	384	384
Mca03336	285	285
Mca03337	3546	3546
Mca03338	1269	1269
Mca00512	963	963
Mca00513	309	309
Mca00514	1119	1119
Mca00515	318	318
Mca00516	270	270
Mca00517	396	396
Mca00518	246	246
Mca17509	417	417
Mca17510	408	408
Mca17511	276	276
Mca17512	2715	2715
Mca17513	930	930
Mca17514	408	408
Mca17515	654	654
Mca17516	339	339
Mca17517	1410	1410
Mca17518	1545	1545
Mca17519	969	969
Mca17520	390	390
Mca17521	1437	1437
Mca03339	855	855
Mca03340	309	309
Mca17522	3159	3159
Mca17523	1977	1977
Mca17524	270	270
Mca17525	591	591
Mca17526	258	258
Mca17527	360	360
Mca17528	765	765
Mca17529	1563	1563
Mca17530	615	615
Mca17531	273	273
Mca17532	1026	1026
Mca17533	321	321
Mca17534	2097	2097
Mca17535	984	984
Mca17536	618	618
Mca17537	276	276
Mca17538	315	315
Mca17539	366	366
Mca03341	318	318
Mca17540	441	441
Mca17541	285	285
Mca17542	600	600
Mca17543	366	366
Mca17544	615	615
Mca17545	489	489
Mca17546	795	795
Mca17547	597	597
Mca17548	1236	1236
Mca17549	684	684
Mca17550	246	246
Mca17551	411	411
Mca17552	1416	1416
Mca17553	1026	1026
Mca17554	816	816
Mca17555	459	459
Mca17556	471	471
Mca17557	585	585
Mca17558	2619	2619
Mca03342	1320	1320
Mca03343	1482	1482
Mca03344	705	705
Mca03345	1914	1914
Mca17559	627	627
Mca17560	429	429
Mca17561	1659	1659
Mca17562	267	267
Mca17563	414	414
Mca17564	273	273
Mca17565	216	216
Mca17566	714	714
Mca17567	267	267
Mca17568	270	270
Mca17569	3690	3690
Mca03346	1389	1389
Mca17570	417	417
Mca17571	327	327
Mca17572	543	543
Mca17573	4497	4497
Mca17574	618	618
Mca17575	684	684
Mca17576	4017	4017
Mca17577	1818	1818
Mca03347	342	342
Mca03348	1113	1113
Mca17578	654	654
Mca17579	912	912
Mca17580	720	720
Mca17581	375	375
Mca17582	591	591
Mca17583	348	348
Mca17584	525	525
Mca17585	1497	1497
Mca17586	225	225
Mca17587	1347	1347
Mca17588	225	225
Mca17589	780	780
Mca17590	1575	1575
Mca17591	810	810
Mca17592	2049	2049
Mca03349	729	729
Mca03350	1236	1236
Mca03351	351	351
Mca03352	1680	1680
Mca03353	438	438
Mca17593	1149	1149
Mca17594	3549	3549
Mca17595	6675	6675
Mca17596	468	468
Mca17597	1134	1134
Mca17598	276	276
Mca17599	1740	1740
Mca17600	723	723
Mca17601	462	462
Mca17602	1167	1167
Mca17603	759	759
Mca17604	462	462
Mca17605	273	273
Mca17606	267	267
Mca17607	759	759
Mca17608	591	591
Mca17609	903	903
Mca17610	2157	2157
Mca17611	327	327
Mca17612	1035	1035
Mca17613	804	804
Mca03354	1107	1107
Mca03355	786	786
Mca03356	249	249
Mca03357	573	573
Mca03358	387	387
Mca03359	252	252
Mca03360	513	513
Mca17614	618	618
Mca17615	1428	1428
Mca17616	2034	2034
Mca17617	585	585
Mca17618	537	537
Mca17619	339	339
Mca17620	708	708
Mca17621	564	564
Mca17622	594	594
Mca17623	387	387
Mca17624	267	267
Mca17625	2367	2367
Mca17626	807	807
Mca17627	1242	1242
Mca17628	357	357
Mca17629	288	288
Mca17630	636	636
Mca17631	972	972
Mca17632	1134	1134
Mca17633	777	777
Mca17634	306	306
Mca17635	993	993
Mca17636	492	492
Mca17637	468	468
Mca17638	354	354
Mca03361	726	726
Mca03362	390	390
Mca03363	363	363
Mca03364	282	282
Mca03365	582	582
Mca03366	471	471
Mca17639	408	408
Mca17640	327	327
Mca17641	1056	1056
Mca17642	351	351
Mca17643	1080	1080
Mca17644	600	600
Mca17645	786	786
Mca17646	468	468
Mca17647	882	882
Mca17648	645	645
Mca17649	567	567
Mca17650	1506	1506
Mca17651	279	279
Mca17652	525	525
Mca03367	621	621
Mca03368	285	285
Mca17653	384	384
Mca17654	522	522
Mca17655	1248	1248
Mca17656	1293	1293
Mca17657	732	732
Mca17658	834	834
Mca17659	453	453
Mca17660	468	468
Mca17661	567	567
Mca17662	345	345
Mca17663	384	384
Mca17664	1281	1281
Mca17665	669	669
Mca17666	1641	1641
Mca17667	747	747
Mca17668	351	351
Mca17669	729	729
Mca17670	726	726
Mca17671	4704	4704
Mca17672	1131	1131
Mca17673	621	621
Mca17674	285	285
Mca17675	930	930
Mca03369	498	498
Mca00519	630	630
Mca00520	396	396
Mca00521	330	330
Mca00522	366	366
Mca00523	258	258
Mca00524	369	369
Mca00525	711	711
Mca00526	279	279
Mca00527	474	474
Mca00528	387	387
Mca00529	405	405
Mca00530	906	906
Mca00531	234	234
Mca17676	264	264
Mca17677	1272	1272
Mca17678	414	414
Mca17679	1107	1107
Mca17680	363	363
Mca17681	939	939
Mca17682	1008	1008
Mca17683	480	480
Mca17684	900	900
Mca17685	366	366
Mca17686	342	342
Mca17687	1539	1539
Mca17688	1029	1029
Mca03370	300	300
Mca03371	231	231
Mca17689	1494	1494
Mca17690	291	291
Mca17691	360	360
Mca17692	2052	2052
Mca17693	1149	1149
Mca03372	7725	7725
Mca03373	1521	1521
Mca03374	1521	1521
Mca03375	354	354
Mca03376	1257	1257
Mca03377	654	654
Mca03378	2097	2097
Mca03379	1680	1680
Mca03380	441	441
Mca17694	993	993
Mca17695	558	558
Mca17696	291	291
Mca17697	357	357
Mca17698	396	396
Mca17699	1776	1776
Mca17700	297	297
Mca17701	354	354
Mca17702	297	297
Mca17703	1245	1245
Mca17704	1485	1485
